"zemja1","zemja2","godina","vecher","poeni"
"Israel","Ireland",2000,"F",2
"Latvia","Ireland",2000,"F",1
"Macedonia","Ireland",2000,"F",0
"Malta","Ireland",2000,"F",10
"Netherlands","Ireland",2000,"F",3
"Norway","Ireland",2000,"F",6
"Romania","Ireland",2000,"F",2
"Russia","Ireland",2000,"F",0
"Spain","Ireland",2000,"F",3
"Sweden","Ireland",2000,"F",4
"Switzerland","Ireland",2000,"F",8
"Turkey","Ireland",2000,"F",7
"United Kingdom","Ireland",2000,"F",10
"Belgium","Austria",2000,"F",0
"Croatia","Austria",2000,"F",0
"Cyprus","Austria",2000,"F",0
"Denmark","Austria",2000,"F",0
"Estonia","Austria",2000,"F",0
"Finland","Austria",2000,"F",3
"France","Austria",2000,"F",0
"Germany","Austria",2000,"F",2
"Iceland","Austria",2000,"F",3
"Ireland","Austria",2000,"F",2
"Israel","Austria",2000,"F",0
"Latvia","Austria",2000,"F",5
"Macedonia","Austria",2000,"F",0
"Malta","Austria",2000,"F",2
"Netherlands","Austria",2000,"F",0
"Norway","Austria",2000,"F",0
"Romania","Austria",2000,"F",0
"Russia","Austria",2000,"F",0
"Spain","Austria",2000,"F",8
"Sweden","Austria",2000,"F",0
"Switzerland","Austria",2000,"F",4
"Turkey","Austria",2000,"F",4
"United Kingdom","Austria",2000,"F",1
"Austria","Lithuania",1999,"F",0
"Belgium","Lithuania",1999,"F",0
"Bosnia and Herzegovina","Lithuania",1999,"F",0
"Croatia","Lithuania",1999,"F",2
"Cyprus","Lithuania",1999,"F",5
"Denmark","Lithuania",1999,"F",0
"Estonia","Lithuania",1999,"F",2
"France","Lithuania",1999,"F",0
"Germany","Lithuania",1999,"F",0
"Iceland","Lithuania",1999,"F",0
"Ireland","Lithuania",1999,"F",0
"Israel","Lithuania",1999,"F",3
"Malta","Lithuania",1999,"F",1
"Netherlands","Lithuania",1999,"F",0
"Norway","Lithuania",1999,"F",0
"Poland","Lithuania",1999,"F",0
"Portugal","Lithuania",1999,"F",0
"Slovenia","Lithuania",1999,"F",0
"Spain","Lithuania",1999,"F",0
"Sweden","Lithuania",1999,"F",0
"Turkey","Lithuania",1999,"F",0
"United Kingdom","Lithuania",1999,"F",0
"Austria","Belgium",1999,"F",0
"Bosnia and Herzegovina","Belgium",1999,"F",0
"Croatia","Belgium",1999,"F",4
"Cyprus","Belgium",1999,"F",0
"Denmark","Belgium",1999,"F",0
"Estonia","Belgium",1999,"F",5
"France","Belgium",1999,"F",2
"Germany","Belgium",1999,"F",0
"Iceland","Belgium",1999,"F",0
"Ireland","Belgium",1999,"F",10
"Israel","Belgium",1999,"F",5
"Lithuania","Belgium",1999,"F",0
"Malta","Belgium",1999,"F",0
"Netherlands","Belgium",1999,"F",10
"Norway","Belgium",1999,"F",0
"Poland","Belgium",1999,"F",2
"Portugal","Belgium",1999,"F",0
"Slovenia","Belgium",1999,"F",0
"Spain","Belgium",1999,"F",0
"Sweden","Belgium",1999,"F",0
"Turkey","Belgium",1999,"F",0
"United Kingdom","Belgium",1999,"F",0
"Austria","Spain",1999,"F",0
"Belgium","Spain",1999,"F",0
"Bosnia and Herzegovina","Spain",1999,"F",0
"Croatia","Spain",1999,"F",1
"Cyprus","Spain",1999,"F",0
"Denmark","Spain",1999,"F",0
"Estonia","Spain",1999,"F",0
"France","Spain",1999,"F",0
"Germany","Spain",1999,"F",0
"Iceland","Spain",1999,"F",0
"Ireland","Spain",1999,"F",0
"Israel","Spain",1999,"F",0
"Lithuania","Spain",1999,"F",0
"Malta","Spain",1999,"F",0
"Netherlands","Spain",1999,"F",0
"Norway","Spain",1999,"F",0
"Poland","Spain",1999,"F",0
"Portugal","Spain",1999,"F",0
"Slovenia","Spain",1999,"F",0
"Sweden","Spain",1999,"F",0
"Turkey","Spain",1999,"F",0
"United Kingdom","Spain",1999,"F",0
"Austria","Croatia",1999,"F",8
"Belgium","Croatia",1999,"F",5
"Bosnia and Herzegovina","Croatia",1999,"F",8
"Cyprus","Croatia",1999,"F",2
"Denmark","Croatia",1999,"F",0
"Estonia","Croatia",1999,"F",3
"France","Croatia",1999,"F",7
"Germany","Croatia",1999,"F",10
"Iceland","Croatia",1999,"F",4
"Ireland","Croatia",1999,"F",6
"Israel","Croatia",1999,"F",7
"Lithuania","Croatia",1999,"F",6
"Malta","Croatia",1999,"F",5
"Netherlands","Croatia",1999,"F",1
"Norway","Croatia",1999,"F",0
"Poland","Croatia",1999,"F",7
"Portugal","Croatia",1999,"F",6
"Slovenia","Croatia",1999,"F",12
"Spain","Croatia",1999,"F",12
"Sweden","Croatia",1999,"F",1
"Turkey","Croatia",1999,"F",8
"United Kingdom","Croatia",1999,"F",0
"Austria","United Kingdom",1999,"F",0
"Belgium","United Kingdom",1999,"F",0
"Bosnia and Herzegovina","United Kingdom",1999,"F",1
"Croatia","United Kingdom",1999,"F",5
"Cyprus","United Kingdom",1999,"F",4
"Denmark","United Kingdom",1999,"F",1
"Estonia","United Kingdom",1999,"F",0
"France","United Kingdom",1999,"F",0
"Germany","United Kingdom",1999,"F",0
"Iceland","United Kingdom",1999,"F",0
"Ireland","United Kingdom",1999,"F",0
"Israel","United Kingdom",1999,"F",4
"Lithuania","United Kingdom",1999,"F",5
"Malta","United Kingdom",1999,"F",8
"Netherlands","United Kingdom",1999,"F",0
"Norway","United Kingdom",1999,"F",0
"Poland","United Kingdom",1999,"F",0
"Portugal","United Kingdom",1999,"F",0
"Slovenia","United Kingdom",1999,"F",2
"Spain","United Kingdom",1999,"F",4
"Sweden","United Kingdom",1999,"F",0
"Turkey","United Kingdom",1999,"F",4
"Austria","Slovenia",1999,"F",0
"Belgium","Slovenia",1999,"F",2
"Bosnia and Herzegovina","Slovenia",1999,"F",5
"Croatia","Slovenia",1999,"F",12
"Cyprus","Slovenia",1999,"F",0
"Denmark","Slovenia",1999,"F",0
"Estonia","Slovenia",1999,"F",0
"France","Slovenia",1999,"F",1
"Germany","Slovenia",1999,"F",0
"Iceland","Slovenia",1999,"F",0
"Ireland","Slovenia",1999,"F",12
"Israel","Slovenia",1999,"F",0
"Lithuania","Slovenia",1999,"F",10
"Malta","Slovenia",1999,"F",0
"Netherlands","Slovenia",1999,"F",6
"Norway","Slovenia",1999,"F",0
"Poland","Slovenia",1999,"F",0
"Portugal","Slovenia",1999,"F",0
"Spain","Slovenia",1999,"F",2
"Sweden","Slovenia",1999,"F",0
"Turkey","Slovenia",1999,"F",0
"United Kingdom","Slovenia",1999,"F",0
"Austria","Turkey",1999,"F",0
"Belgium","Turkey",1999,"F",0
"Bosnia and Herzegovina","Turkey",1999,"F",0
"Croatia","Turkey",1999,"F",0
"Cyprus","Turkey",1999,"F",0
"Denmark","Turkey",1999,"F",0
"Estonia","Turkey",1999,"F",0
"France","Turkey",1999,"F",5
"Germany","Turkey",1999,"F",12
"Iceland","Turkey",1999,"F",0
"Ireland","Turkey",1999,"F",0
"Israel","Turkey",1999,"F",0
"Lithuania","Turkey",1999,"F",0
"Malta","Turkey",1999,"F",0
"Netherlands","Turkey",1999,"F",0
"Norway","Turkey",1999,"F",4
"Poland","Turkey",1999,"F",0
"Portugal","Turkey",1999,"F",0
"Slovenia","Turkey",1999,"F",0
"Spain","Turkey",1999,"F",0
"Sweden","Turkey",1999,"F",0
"United Kingdom","Turkey",1999,"F",0
"Austria","Norway",1999,"F",0
"Belgium","Norway",1999,"F",0
"Bosnia and Herzegovina","Norway",1999,"F",0
"Croatia","Norway",1999,"F",7
"Cyprus","Norway",1999,"F",7
"Denmark","Norway",1999,"F",6
"Estonia","Norway",1999,"F",0
"France","Norway",1999,"F",0
"Germany","Norway",1999,"F",0
"Iceland","Norway",1999,"F",7
"Ireland","Norway",1999,"F",3
"Israel","Norway",1999,"F",0
"Lithuania","Norway",1999,"F",0
"Malta","Norway",1999,"F",0
"Netherlands","Norway",1999,"F",0
"Poland","Norway",1999,"F",0
"Portugal","Norway",1999,"F",0
"Slovenia","Norway",1999,"F",0
"Spain","Norway",1999,"F",0
"Sweden","Norway",1999,"F",5
"Turkey","Norway",1999,"F",0
"United Kingdom","Norway",1999,"F",0
"Austria","Denmark",1999,"F",5
"Belgium","Denmark",1999,"F",0
"Bosnia and Herzegovina","Denmark",1999,"F",0
"Croatia","Denmark",1999,"F",0
"Cyprus","Denmark",1999,"F",8
"Estonia","Denmark",1999,"F",6
"France","Denmark",1999,"F",0
"Germany","Denmark",1999,"F",0
"Iceland","Denmark",1999,"F",12
"Ireland","Denmark",1999,"F",7
"Israel","Denmark",1999,"F",2
"Lithuania","Denmark",1999,"F",0
"Malta","Denmark",1999,"F",4
"Netherlands","Denmark",1999,"F",0
"Norway","Denmark",1999,"F",0
"Poland","Denmark",1999,"F",1
"Portugal","Denmark",1999,"F",3
"Slovenia","Denmark",1999,"F",5
"Spain","Denmark",1999,"F",5
"Sweden","Denmark",1999,"F",8
"Turkey","Denmark",1999,"F",0
"United Kingdom","Denmark",1999,"F",5
"Austria","France",1999,"F",0
"Belgium","France",1999,"F",0
"Bosnia and Herzegovina","France",1999,"F",0
"Croatia","France",1999,"F",0
"Cyprus","France",1999,"F",0
"Denmark","France",1999,"F",0
"Estonia","France",1999,"F",0
"Germany","France",1999,"F",0
"Iceland","France",1999,"F",0
"Ireland","France",1999,"F",2
"Israel","France",1999,"F",0
"Lithuania","France",1999,"F",2
"Malta","France",1999,"F",0
"Netherlands","France",1999,"F",0
"Norway","France",1999,"F",8
"Poland","France",1999,"F",0
"Portugal","France",1999,"F",0
"Slovenia","France",1999,"F",0
"Spain","France",1999,"F",0
"Sweden","France",1999,"F",0
"Turkey","France",1999,"F",2
"United Kingdom","France",1999,"F",0
"Austria","Netherlands",1999,"F",4
"Belgium","Netherlands",1999,"F",12
"Bosnia and Herzegovina","Netherlands",1999,"F",4
"Croatia","Netherlands",1999,"F",0
"Cyprus","Netherlands",1999,"F",0
"Denmark","Netherlands",1999,"F",7
"Estonia","Netherlands",1999,"F",0
"France","Netherlands",1999,"F",0
"Germany","Netherlands",1999,"F",0
"Iceland","Netherlands",1999,"F",6
"Ireland","Netherlands",1999,"F",1
"Israel","Netherlands",1999,"F",6
"Lithuania","Netherlands",1999,"F",4
"Malta","Netherlands",1999,"F",2
"Norway","Netherlands",1999,"F",0
"Poland","Netherlands",1999,"F",0
"Portugal","Netherlands",1999,"F",2
"Slovenia","Netherlands",1999,"F",3
"Spain","Netherlands",1999,"F",3
"Sweden","Netherlands",1999,"F",4
"Turkey","Netherlands",1999,"F",5
"United Kingdom","Netherlands",1999,"F",8
"Austria","Poland",1999,"F",0
"Belgium","Poland",1999,"F",0
"Bosnia and Herzegovina","Poland",1999,"F",6
"Croatia","Poland",1999,"F",0
"Cyprus","Poland",1999,"F",0
"Denmark","Poland",1999,"F",0
"Estonia","Poland",1999,"F",0
"France","Poland",1999,"F",0
"Germany","Poland",1999,"F",4
"Iceland","Poland",1999,"F",0
"Ireland","Poland",1999,"F",0
"Israel","Poland",1999,"F",0
"Lithuania","Poland",1999,"F",7
"Malta","Poland",1999,"F",0
"Netherlands","Poland",1999,"F",0
"Norway","Poland",1999,"F",0
"Portugal","Poland",1999,"F",0
"Slovenia","Poland",1999,"F",0
"Spain","Poland",1999,"F",0
"Sweden","Poland",1999,"F",0
"Turkey","Poland",1999,"F",0
"United Kingdom","Poland",1999,"F",0
"Austria","Iceland",1999,"F",2
"Belgium","Iceland",1999,"F",8
"Bosnia and Herzegovina","Iceland",1999,"F",0
"Croatia","Iceland",1999,"F",0
"Cyprus","Iceland",1999,"F",12
"Denmark","Iceland",1999,"F",12
"Estonia","Iceland",1999,"F",10
"France","Iceland",1999,"F",0
"Germany","Iceland",1999,"F",3
"Ireland","Iceland",1999,"F",4
"Israel","Iceland",1999,"F",10
"Lithuania","Iceland",1999,"F",8
"Malta","Iceland",1999,"F",10
"Netherlands","Iceland",1999,"F",7
"Norway","Iceland",1999,"F",10
"Poland","Iceland",1999,"F",4
"Portugal","Iceland",1999,"F",4
"Slovenia","Iceland",1999,"F",0
"Spain","Iceland",1999,"F",10
"Sweden","Iceland",1999,"F",12
"Turkey","Iceland",1999,"F",10
"United Kingdom","Iceland",1999,"F",10
"Austria","Cyprus",1999,"F",0
"Belgium","Cyprus",1999,"F",0
"Bosnia and Herzegovina","Cyprus",1999,"F",0
"Croatia","Cyprus",1999,"F",0
"Denmark","Cyprus",1999,"F",0
"Estonia","Cyprus",1999,"F",0
"France","Cyprus",1999,"F",0
"Germany","Cyprus",1999,"F",0
"Iceland","Cyprus",1999,"F",0
"Ireland","Cyprus",1999,"F",0
"Israel","Cyprus",1999,"F",0
"Lithuania","Cyprus",1999,"F",0
"Malta","Cyprus",1999,"F",0
"Netherlands","Cyprus",1999,"F",0
"Norway","Cyprus",1999,"F",0
"Poland","Cyprus",1999,"F",0
"Portugal","Cyprus",1999,"F",0
"Slovenia","Cyprus",1999,"F",0
"Spain","Cyprus",1999,"F",0
"Sweden","Cyprus",1999,"F",0
"Turkey","Cyprus",1999,"F",0
"United Kingdom","Cyprus",1999,"F",2
"Austria","Sweden",1999,"F",6
"Belgium","Sweden",1999,"F",7
"Bosnia and Herzegovina","Sweden",1999,"F",12
"Croatia","Sweden",1999,"F",0
"Cyprus","Sweden",1999,"F",6
"Denmark","Sweden",1999,"F",10
"Estonia","Sweden",1999,"F",12
"France","Sweden",1999,"F",3
"Germany","Sweden",1999,"F",2
"Iceland","Sweden",1999,"F",10
"Ireland","Sweden",1999,"F",5
"Israel","Sweden",1999,"F",8
"Lithuania","Sweden",1999,"F",3
"Malta","Sweden",1999,"F",12
"Netherlands","Sweden",1999,"F",8
"Norway","Sweden",1999,"F",12
"Poland","Sweden",1999,"F",6
"Portugal","Sweden",1999,"F",10
"Slovenia","Sweden",1999,"F",7
"Spain","Sweden",1999,"F",6
"Turkey","Sweden",1999,"F",6
"United Kingdom","Sweden",1999,"F",12
"Austria","Portugal",1999,"F",0
"Belgium","Portugal",1999,"F",0
"Bosnia and Herzegovina","Portugal",1999,"F",0
"Croatia","Portugal",1999,"F",0
"Cyprus","Portugal",1999,"F",0
"Denmark","Portugal",1999,"F",0
"Estonia","Portugal",1999,"F",0
"France","Portugal",1999,"F",12
"Germany","Portugal",1999,"F",0
"Iceland","Portugal",1999,"F",0
"Ireland","Portugal",1999,"F",0
"Israel","Portugal",1999,"F",0
"Lithuania","Portugal",1999,"F",0
"Malta","Portugal",1999,"F",0
"Netherlands","Portugal",1999,"F",0
"Norway","Portugal",1999,"F",0
"Poland","Portugal",1999,"F",0
"Slovenia","Portugal",1999,"F",0
"Spain","Portugal",1999,"F",0
"Sweden","Portugal",1999,"F",0
"Turkey","Portugal",1999,"F",0
"United Kingdom","Portugal",1999,"F",0
"Austria","Ireland",1999,"F",0
"Belgium","Ireland",1999,"F",0
"Bosnia and Herzegovina","Ireland",1999,"F",0
"Croatia","Ireland",1999,"F",0
"Cyprus","Ireland",1999,"F",0
"Denmark","Ireland",1999,"F",0
"Estonia","Ireland",1999,"F",0
"France","Ireland",1999,"F",0
"Germany","Ireland",1999,"F",0
"Iceland","Ireland",1999,"F",0
"Israel","Ireland",1999,"F",0
"Lithuania","Ireland",1999,"F",12
"Malta","Ireland",1999,"F",0
"Netherlands","Ireland",1999,"F",0
"Norway","Ireland",1999,"F",1
"Poland","Ireland",1999,"F",0
"Portugal","Ireland",1999,"F",0
"Slovenia","Ireland",1999,"F",0
"Spain","Ireland",1999,"F",0
"Sweden","Ireland",1999,"F",0
"Turkey","Ireland",1999,"F",1
"United Kingdom","Ireland",1999,"F",4
"Belgium","Austria",1999,"F",6
"Bosnia and Herzegovina","Austria",1999,"F",0
"Croatia","Austria",1999,"F",0
"Cyprus","Austria",1999,"F",1
"Denmark","Austria",1999,"F",3
"Estonia","Austria",1999,"F",8
"France","Austria",1999,"F",0
"Germany","Austria",1999,"F",5
"Iceland","Austria",1999,"F",8
"Ireland","Austria",1999,"F",0
"Israel","Austria",1999,"F",0
"Lithuania","Austria",1999,"F",0
"Malta","Austria",1999,"F",0
"Netherlands","Austria",1999,"F",2
"Norway","Austria",1999,"F",6
"Poland","Austria",1999,"F",3
"Portugal","Austria",1999,"F",5
"Slovenia","Austria",1999,"F",4
"Spain","Austria",1999,"F",0
"Sweden","Austria",1999,"F",7
"Turkey","Austria",1999,"F",0
"United Kingdom","Austria",1999,"F",7
"Austria","Israel",1999,"F",1
"Belgium","Israel",1999,"F",3
"Bosnia and Herzegovina","Israel",1999,"F",2
"Croatia","Israel",1999,"F",8
"Cyprus","Israel",1999,"F",10
"Denmark","Israel",1999,"F",2
"Estonia","Israel",1999,"F",4
"France","Israel",1999,"F",10
"Germany","Israel",1999,"F",7
"Iceland","Israel",1999,"F",1
"Ireland","Israel",1999,"F",0
"Lithuania","Israel",1999,"F",0
"Malta","Israel",1999,"F",6
"Netherlands","Israel",1999,"F",4
"Norway","Israel",1999,"F",2
"Poland","Israel",1999,"F",10
"Portugal","Israel",1999,"F",8
"Slovenia","Israel",1999,"F",1
"Spain","Israel",1999,"F",8
"Sweden","Israel",1999,"F",3
"Turkey","Israel",1999,"F",3
"United Kingdom","Israel",1999,"F",0
"Austria","Malta",1999,"F",7
"Belgium","Malta",1999,"F",0
"Bosnia and Herzegovina","Malta",1999,"F",7
"Croatia","Malta",1999,"F",6
"Cyprus","Malta",1999,"F",3
"Denmark","Malta",1999,"F",0
"Estonia","Malta",1999,"F",1
"France","Malta",1999,"F",0
"Germany","Malta",1999,"F",1
"Iceland","Malta",1999,"F",0
"Ireland","Malta",1999,"F",0
"Israel","Malta",1999,"F",0
"Lithuania","Malta",1999,"F",0
"Netherlands","Malta",1999,"F",0
"Norway","Malta",1999,"F",0
"Poland","Malta",1999,"F",0
"Portugal","Malta",1999,"F",1
"Slovenia","Malta",1999,"F",0
"Spain","Malta",1999,"F",0
"Sweden","Malta",1999,"F",0
"Turkey","Malta",1999,"F",0
"United Kingdom","Malta",1999,"F",6
"Austria","Germany",1999,"F",10
"Belgium","Germany",1999,"F",10
"Bosnia and Herzegovina","Germany",1999,"F",10
"Croatia","Germany",1999,"F",3
"Cyprus","Germany",1999,"F",0
"Denmark","Germany",1999,"F",5
"Estonia","Germany",1999,"F",7
"France","Germany",1999,"F",8
"Iceland","Germany",1999,"F",5
"Ireland","Germany",1999,"F",0
"Israel","Germany",1999,"F",12
"Lithuania","Germany",1999,"F",0
"Malta","Germany",1999,"F",3
"Netherlands","Germany",1999,"F",12
"Norway","Germany",1999,"F",3
"Poland","Germany",1999,"F",12
"Portugal","Germany",1999,"F",12
"Slovenia","Germany",1999,"F",6
"Spain","Germany",1999,"F",7
"Sweden","Germany",1999,"F",2
"Turkey","Germany",1999,"F",12
"United Kingdom","Germany",1999,"F",1
"Austria","Bosnia and Herzegovina",1999,"F",12
"Belgium","Bosnia and Herzegovina",1999,"F",1
"Croatia","Bosnia and Herzegovina",1999,"F",10
"Cyprus","Bosnia and Herzegovina",1999,"F",0
"Denmark","Bosnia and Herzegovina",1999,"F",8
"Estonia","Bosnia and Herzegovina",1999,"F",0
"France","Bosnia and Herzegovina",1999,"F",6
"Germany","Bosnia and Herzegovina",1999,"F",8
"Iceland","Bosnia and Herzegovina",1999,"F",3
"Ireland","Bosnia and Herzegovina",1999,"F",0
"Israel","Bosnia and Herzegovina",1999,"F",0
"Lithuania","Bosnia and Herzegovina",1999,"F",0
"Malta","Bosnia and Herzegovina",1999,"F",0
"Netherlands","Bosnia and Herzegovina",1999,"F",3
"Norway","Bosnia and Herzegovina",1999,"F",7
"Poland","Bosnia and Herzegovina",1999,"F",5
"Portugal","Bosnia and Herzegovina",1999,"F",0
"Slovenia","Bosnia and Herzegovina",1999,"F",10
"Spain","Bosnia and Herzegovina",1999,"F",0
"Sweden","Bosnia and Herzegovina",1999,"F",6
"Turkey","Bosnia and Herzegovina",1999,"F",7
"United Kingdom","Bosnia and Herzegovina",1999,"F",0
"Austria","Estonia",1999,"F",3
"Belgium","Estonia",1999,"F",4
"Bosnia and Herzegovina","Estonia",1999,"F",3
"Croatia","Estonia",1999,"F",0
"Cyprus","Estonia",1999,"F",0
"Denmark","Estonia",1999,"F",4
"France","Estonia",1999,"F",4
"Germany","Estonia",1999,"F",6
"Iceland","Estonia",1999,"F",2
"Ireland","Estonia",1999,"F",8
"Israel","Estonia",1999,"F",1
"Lithuania","Estonia",1999,"F",1
"Malta","Estonia",1999,"F",7
"Netherlands","Estonia",1999,"F",5
"Norway","Estonia",1999,"F",5
"Poland","Estonia",1999,"F",8
"Portugal","Estonia",1999,"F",7
"Slovenia","Estonia",1999,"F",8
"Spain","Estonia",1999,"F",1
"Sweden","Estonia",1999,"F",10
"Turkey","Estonia",1999,"F",0
"United Kingdom","Estonia",1999,"F",3
"Belgium","Croatia",1998,"F",5
"Cyprus","Croatia",1998,"F",7
"Estonia","Croatia",1998,"F",3
"Finland","Croatia",1998,"F",3
"France","Croatia",1998,"F",8
"Germany","Croatia",1998,"F",10
"Greece","Croatia",1998,"F",5
"Hungary","Croatia",1998,"F",0
"Ireland","Croatia",1998,"F",3
"Israel","Croatia",1998,"F",10
"Macedonia","Croatia",1998,"F",12
"Malta","Croatia",1998,"F",10
"Netherlands","Croatia",1998,"F",4
"Norway","Croatia",1998,"F",6
"Poland","Croatia",1998,"F",6
"Portugal","Croatia",1998,"F",2
"Romania","Croatia",1998,"F",0
"Slovakia","Croatia",1998,"F",10
"Slovenia","Croatia",1998,"F",12
"Spain","Croatia",1998,"F",1
"Sweden","Croatia",1998,"F",3
"Switzerland","Croatia",1998,"F",5
"Turkey","Croatia",1998,"F",4
"United Kingdom","Croatia",1998,"F",2
"Belgium","Greece",1998,"F",0
"Croatia","Greece",1998,"F",0
"Cyprus","Greece",1998,"F",12
"Estonia","Greece",1998,"F",0
"Finland","Greece",1998,"F",0
"France","Greece",1998,"F",0
"Germany","Greece",1998,"F",0
"Hungary","Greece",1998,"F",0
"Ireland","Greece",1998,"F",0
"Israel","Greece",1998,"F",0
"Macedonia","Greece",1998,"F",0
"Malta","Greece",1998,"F",0
"Netherlands","Greece",1998,"F",0
"Norway","Greece",1998,"F",0
"Poland","Greece",1998,"F",0
"Portugal","Greece",1998,"F",0
"Romania","Greece",1998,"F",0
"Slovakia","Greece",1998,"F",0
"Slovenia","Greece",1998,"F",0
"Spain","Greece",1998,"F",0
"Sweden","Greece",1998,"F",0
"Switzerland","Greece",1998,"F",0
"Turkey","Greece",1998,"F",0
"United Kingdom","Greece",1998,"F",0
"Belgium","France",1998,"F",0
"Croatia","France",1998,"F",0
"Cyprus","France",1998,"F",1
"Estonia","France",1998,"F",0
"Finland","France",1998,"F",0
"Germany","France",1998,"F",0
"Greece","France",1998,"F",0
"Hungary","France",1998,"F",0
"Ireland","France",1998,"F",0
"Israel","France",1998,"F",0
"Macedonia","France",1998,"F",2
"Malta","France",1998,"F",0
"Netherlands","France",1998,"F",0
"Norway","France",1998,"F",0
"Poland","France",1998,"F",0
"Portugal","France",1998,"F",0
"Romania","France",1998,"F",0
"Slovakia","France",1998,"F",0
"Slovenia","France",1998,"F",0
"Spain","France",1998,"F",0
"Sweden","France",1998,"F",0
"Switzerland","France",1998,"F",0
"Turkey","France",1998,"F",0
"United Kingdom","France",1998,"F",0
"Belgium","Spain",1998,"F",3
"Croatia","Spain",1998,"F",1
"Cyprus","Spain",1998,"F",4
"Estonia","Spain",1998,"F",0
"Finland","Spain",1998,"F",0
"France","Spain",1998,"F",4
"Germany","Spain",1998,"F",0
"Greece","Spain",1998,"F",0
"Hungary","Spain",1998,"F",0
"Ireland","Spain",1998,"F",0
"Israel","Spain",1998,"F",3
"Macedonia","Spain",1998,"F",0
"Malta","Spain",1998,"F",0
"Netherlands","Spain",1998,"F",0
"Norway","Spain",1998,"F",0
"Poland","Spain",1998,"F",0
"Portugal","Spain",1998,"F",0
"Romania","Spain",1998,"F",0
"Slovakia","Spain",1998,"F",0
"Slovenia","Spain",1998,"F",0
"Sweden","Spain",1998,"F",0
"Switzerland","Spain",1998,"F",6
"Turkey","Spain",1998,"F",0
"United Kingdom","Spain",1998,"F",0
"Belgium","Switzerland",1998,"F",0
"Croatia","Switzerland",1998,"F",0
"Cyprus","Switzerland",1998,"F",0
"Estonia","Switzerland",1998,"F",0
"Finland","Switzerland",1998,"F",0
"France","Switzerland",1998,"F",0
"Germany","Switzerland",1998,"F",0
"Greece","Switzerland",1998,"F",0
"Hungary","Switzerland",1998,"F",0
"Ireland","Switzerland",1998,"F",0
"Israel","Switzerland",1998,"F",0
"Macedonia","Switzerland",1998,"F",0
"Malta","Switzerland",1998,"F",0
"Netherlands","Switzerland",1998,"F",0
"Norway","Switzerland",1998,"F",0
"Poland","Switzerland",1998,"F",0
"Portugal","Switzerland",1998,"F",0
"Romania","Switzerland",1998,"F",0
"Slovakia","Switzerland",1998,"F",0
"Slovenia","Switzerland",1998,"F",0
"Spain","Switzerland",1998,"F",0
"Sweden","Switzerland",1998,"F",0
"Turkey","Switzerland",1998,"F",0
"United Kingdom","Switzerland",1998,"F",0
"Belgium","Slovakia",1998,"F",0
"Croatia","Slovakia",1998,"F",8
"Cyprus","Slovakia",1998,"F",0
"Estonia","Slovakia",1998,"F",0
"Finland","Slovakia",1998,"F",0
"France","Slovakia",1998,"F",0
"Germany","Slovakia",1998,"F",0
"Greece","Slovakia",1998,"F",0
"Hungary","Slovakia",1998,"F",0
"Ireland","Slovakia",1998,"F",0
"Israel","Slovakia",1998,"F",0
"Macedonia","Slovakia",1998,"F",0
"Malta","Slovakia",1998,"F",0
"Netherlands","Slovakia",1998,"F",0
"Norway","Slovakia",1998,"F",0
"Poland","Slovakia",1998,"F",0
"Portugal","Slovakia",1998,"F",0
"Romania","Slovakia",1998,"F",0
"Slovenia","Slovakia",1998,"F",0
"Spain","Slovakia",1998,"F",0
"Sweden","Slovakia",1998,"F",0
"Switzerland","Slovakia",1998,"F",0
"Turkey","Slovakia",1998,"F",0
"United Kingdom","Slovakia",1998,"F",0
"Belgium","Poland",1998,"F",0
"Croatia","Poland",1998,"F",0
"Cyprus","Poland",1998,"F",0
"Estonia","Poland",1998,"F",0
"Finland","Poland",1998,"F",0
"France","Poland",1998,"F",2
"Germany","Poland",1998,"F",5
"Greece","Poland",1998,"F",0
"Hungary","Poland",1998,"F",2
"Ireland","Poland",1998,"F",0
"Israel","Poland",1998,"F",0
"Macedonia","Poland",1998,"F",0
"Malta","Poland",1998,"F",0
"Netherlands","Poland",1998,"F",0
"Norway","Poland",1998,"F",0
"Portugal","Poland",1998,"F",0
"Romania","Poland",1998,"F",10
"Slovakia","Poland",1998,"F",0
"Slovenia","Poland",1998,"F",0
"Spain","Poland",1998,"F",0
"Sweden","Poland",1998,"F",0
"Switzerland","Poland",1998,"F",0
"Turkey","Poland",1998,"F",0
"United Kingdom","Poland",1998,"F",0
"Belgium","Israel",1998,"F",10
"Croatia","Israel",1998,"F",0
"Cyprus","Israel",1998,"F",10
"Estonia","Israel",1998,"F",7
"Finland","Israel",1998,"F",10
"France","Israel",1998,"F",12
"Germany","Israel",1998,"F",7
"Greece","Israel",1998,"F",10
"Hungary","Israel",1998,"F",0
"Ireland","Israel",1998,"F",6
"Macedonia","Israel",1998,"F",8
"Malta","Israel",1998,"F",12
"Netherlands","Israel",1998,"F",6
"Norway","Israel",1998,"F",3
"Poland","Israel",1998,"F",10
"Portugal","Israel",1998,"F",12
"Romania","Israel",1998,"F",7
"Slovakia","Israel",1998,"F",0
"Slovenia","Israel",1998,"F",7
"Spain","Israel",1998,"F",10
"Sweden","Israel",1998,"F",5
"Switzerland","Israel",1998,"F",10
"Turkey","Israel",1998,"F",5
"United Kingdom","Israel",1998,"F",5
"Belgium","Germany",1998,"F",7
